mean,median,std,rms,min,max,range,skewness,kurtosis,zero_crossings,hjorth_activity,hjorth_mobility,hjorth_complexity,q25,q75,iqr
1.3925430090488597e-07,-1.1541704717701938e-06,3.603695595400924e-05,3.603722500681098e-05,-9.549891408324299e-05,0.00011955533160609239,0.00021505424568933536,0.4035105383881391,0.37608186847101077,184,1.2986621944312024e-09,0.12040728663031415,5.7828502057499565,-2.0806267096470613e-05,1.7566678079874247e-05,3.8372945176344856e-05
-8.312736959424601e-07,-2.9676671045264586e-06,2.9960055475761244e-05,2.997158554478319e-05,-8.833481998827922e-05,0.00012146275944315192,0.00020979757943143112,0.5568581253403224,1.1890325532638908,206,8.976049241106912e-10,0.13972326776174498,5.318342133906244,-1.8237413979556962e-05,1.4158594638313831e-05,3.2396008617870794e-05
-1.9902613410099826e-07,-3.2826819781529373e-06,3.974161740751185e-05,3.9742115766112706e-05,-0.00011375475766766462,0.00013108578965725676,0.00024484054732492135,0.5877622134710565,1.1013737552117382,234,1.579396154165049e-09,0.15235574244869018,6.15547779420058,-2.5467045317456512e-05,2.0704780988124825e-05,4.6171826305581334e-05
2.1550978590153583e-07,1.5212048623353899e-06,2.2446258419100363e-05,2.2447292965630695e-05,-0.00012099537194875003,9.572226110071179e-05,0.00021671763304946182,-0.44002117164566623,2.3543820828388586,472,5.038345170170339e-10,0.3808219047368375,3.034936296045558,-1.1899628068047688e-05,1.4217484280280041e-05,2.611711234832773e-05
-8.953081824892126e-07,-1.770454962857384e-07,2.4560618212086668e-05,2.45769311286319e-05,-9.64281880083351e-05,9.61928683997563e-05,0.00019262105640809138,-0.0014503728835459527,2.2669890815835805,350,6.032239669598834e-10,0.2068621705482988,4.708558566608549,-1.2869319725164458e-05,1.0862856503968383e-05,2.373217622913284e-05
1.195703415080485e-07,1.5446096514319637e-06,1.3663446778103232e-05,1.3663969954761606e-05,-5.4526454270079946e-05,5.4624511993186004e-05,0.00010915096626326596,-0.40377563369045655,0.4963335139656868,371,1.866897778580596e-10,0.3174507161834866,2.7343115562914293,-8.174938402410882e-06,9.207501546067676e-06,1.7382439948478558e-05
-2.8045600281216374e-07,7.014300105839374e-07,2.581989905891348e-05,2.582142217194852e-05,-9.199731977396511e-05,8.74813008161493e-05,0.0001794786205901144,-0.22091286947010916,1.5843108005764197,255,6.666671874124813e-10,0.16495688028528968,4.936425496656925,-1.2926835062805764e-05,1.2662679120227075e-05,2.5589514183032837e-05
-2.878546213471225e-07,5.851734257094954e-07,1.9428434976332986e-05,1.9430567308049186e-05,-8.638973939476895e-05,4.865178814326964e-05,0.00013504152753803859,-0.6779940894673396,1.264861738208789,255,3.774640856295989e-10,0.21793671303365558,3.6572580690239054,-1.060289879595e-05,1.2570794463014996e-05,2.3173693258964995e-05
1.1586072139863557e-06,1.3755080891292371e-06,3.893878076615307e-05,3.895601389042305e-05,-0.00011966467491715379,0.00012814320154472158,0.00024780787646187536,-0.002344317325268804,2.167305803125025,211,1.5162286475545324e-09,0.1153531527377612,6.530999463440448,-1.5695330774750283e-05,1.9122548252452586e-05,3.481787902720287e-05
-1.30274126826873e-07,3.146291618528837e-06,2.8932913615816955e-05,2.8933206902250685e-05,-0.0001024523379819997,9.226927883688887e-05,0.00019472161681888858,-0.5613572649082965,0.6290794255611751,273,8.371134903003262e-10,0.2135521341551283,4.130167629990959,-1.5754004539653188e-05,1.9374089553061894e-05,3.5128094092715085e-05
