EMG_emg_std,EMG_emg_rms,EMG_power,EEG_ch0_delta_relative,EMG_variance,EEG_ch0_rbpr_delta_theta_alpha_beta,EEG_ch0_gamma_power,EEG_ch0_gamma_relative,EEG_ch1_gamma_relative,EOG_ch0_eog_var,EOG_ch0_rem_energy,EEG_ch0_rbpr_delta_alpha,EOG_ch1_eog_var,EEG_ch1_gamma_power,EOG_ch0_eog_peak_amplitude,EOG_ch0_sem_slope,EEG_ch0_delta_power,EEG_ch1_delta_relative,EOG_ch0_sem_variance,EOG_ch1_rem_energy,EOG_ch0_eog_range,EEG_ch0_iqr,EEG_ch0_q25,EEG_ch0_alpha_relative,EOG_ch1_sem_variance,EEG_ch0_beta_relative,EEG_ch0_zero_crossings,EEG_ch1_rbpr_delta_alpha,EEG_ch1_delta_power,EEG_ch0_q75,EEG_ch1_zero_crossings,EEG_ch1_spectral_entropy,EEG_ch0_D1_std,EEG_ch0_hjorth_mobility,EEG_ch0_std,EEG_ch0_D1_energy,EEG_ch0_rms,EEG_ch1_rbpr_delta_theta_alpha_beta,EEG_ch0_spectral_edge_freq_95,EOG_ch1_sem_slope,EEG_ch1_D1_std,EEG_ch1_q25,EOG_ch1_eog_peak_amplitude,EEG_ch0_A5_energy,EEG_ch0_spectral_entropy,EEG_ch1_D1_energy,EOG_ch1_eog_range,EEG_ch1_theta_relative,EEG_ch1_alpha_relative,EEG_ch1_q75
1.1959890492429109e-06,1.1959893174269433e-06,1.4303904473993657e-12,0.5472728943043588,1.430389805908962e-12,2.5816024949191325,1.6064313352170537e-13,0.0014452409817994382,0.0009761229950909877,2.6313611729465004e-10,3.729482568885091e-07,3.7166250290966527,1.7650488590107328e-10,1.248677609747233e-13,6.100026805966551e-05,2.5920867379347763e-08,6.08311234871595e-11,0.4890420000757195,1.460472522528281e-12,4.650514085193372e-07,0.00011532890067207698,1.4565934902594863e-05,-7.083307141073066e-06,0.14724996200043797,1.6039675887805872e-12,0.12903925961304316,422.0,2.616616985957865,6.255930848792619e-11,7.482627761521797e-06,579.0,3.293392887000537,3.3133626803062845e-05,0.3689664434026462,1.236232538698204e-05,1.3531029505609507e-07,1.2362325423156373e-05,1.7751517774348302,17.08984375,2.721818921029169e-08,2.9975704630765245e-05,-8.913498174592228e-06,8.665385261823801e-05,2.3008252721721738e-07,3.2854575870034215,1.1052108868049189e-07,0.0001356843157202329,0.144992582488517,0.1868985803807644,8.088983622906873e-06
1.2141638793942717e-06,1.214163881122602e-06,1.4741939302226999e-12,0.516908868699,1.4741939260257476e-12,2.0516102633486057,1.7383668991536688e-13,0.0015518291568986616,0.0009588504283821996,2.5492968333187517e-10,4.2653754915577837e-07,3.7976035863767335,1.5037487543881936e-10,1.289684960244162e-13,7.046331741775593e-05,3.1523441720338406e-08,5.790439387162455e-11,0.5188464724169392,3.579142957647153e-12,3.769772933088451e-07,0.00011869873789396565,1.5836062228877276e-05,-7.522029840912117e-06,0.13611448824024813,1.1548363723823576e-12,0.18814750742015185,560.0,3.492921944317174,6.978653524521761e-11,8.314032387965159e-06,599.0,3.279764997178043,3.2978372653596303e-05,0.4423566215524872,1.2387083593559131e-05,1.338308413174207e-07,1.2388135587943124e-05,2.072832888845444,24.90234375,2.77212824608654e-08,3.279013160840159e-05,-8.065701944199447e-06,5.312448675999024e-05,2.3185866593961742e-07,3.3231216989831407,1.3224880038935285e-07,9.872170197857745e-05,0.15005886724674167,0.14854224648823855,8.152887605338119e-06
2.330969072802117e-06,2.330969082583797e-06,5.433416863961549e-12,0.4194098976937661,5.433416818359962e-12,1.642997235632199,3.366954984173934e-13,0.0036126840569740406,0.002303624676393358,2.718110002291035e-10,4.7438412132568804e-07,1.9289105163292548,1.465158584512362e-10,2.9877321148969747e-13,7.443333839113949e-05,3.5556894762086876e-08,3.90882297810094e-11,0.4702015637917809,2.5238732114001128e-12,3.619699203584217e-07,0.0001271589568946612,1.359162268156762e-05,-6.528217525007042e-06,0.2174335689205061,4.484655560258222e-12,0.15549814543055493,471.0,2.9378023911324966,6.098373259375512e-11,7.063405156560577e-06,684.0,3.3227846977477196,2.288161894519639e-05,0.40364503730098794,1.1525342478332446e-05,6.439912444024731e-08,1.1525359502349482e-05,1.5351127897475159,19.04296875,3.855421710260281e-08,2.912536761951361e-05,-7.629202918574124e-06,6.974887237074853e-05,2.0694943213850118e-07,3.4112783627784027,1.0436874385886558e-07,0.00011858812413222721,0.1292748480719795,0.16005214142756632,8.581358364313943e-06
4.284297553484281e-06,4.284297566918824e-06,1.8355205641906556e-11,0.641701083023646,1.8355205526791394e-11,3.568788942497967,1.5995912516052343e-17,1.2126861140335507e-07,2.9068136126952516e-07,2.8539292838201865e-10,5.26015108371013e-07,4.264807400244343,2.65975547836923e-10,3.829516318643953e-17,7.733735035033468e-05,3.3457111760916516e-08,8.46434560989646e-11,0.6353952171360857,2.6370116995950548e-12,7.640625034354257e-07,0.00015404655383971532,1.6660147487620515e-05,-8.061456426588242e-06,0.15046425847668551,3.2965860711018455e-12,0.06675274722233834,311.0,3.5191495812592493,8.370871603820506e-11,8.598691061032273e-06,343.0,3.025508387565273,3.216896261526896e-05,0.2652352278755065,1.3866340652904213e-05,1.2751918993127793e-07,1.3866395712077368e-05,3.180587283487768,13.18359375,4.6344981508586454e-08,3.251281212593051e-05,-8.477736234588436e-06,6.144269392741435e-05,4.039351993085236e-07,2.968150872725154,1.3002121791647722e-07,0.00011966852420537485,0.11962883504758888,0.18055362594411906,8.416573270104722e-06
2.3905514209880885e-06,2.390551441429424e-06,5.714736194120297e-12,0.4082336037929161,5.71473609638817e-12,1.5743229677462056,3.365299320006323e-13,0.004037611536419423,0.009399824780961689,1.7944948331583558e-10,1.9460481092915373e-07,2.402184026323283,1.0018965925236386e-10,9.19521681207269e-13,4.649514346067587e-05,2.2836327021622745e-08,3.402576639322638e-11,0.461276713005576,1.4608015471025766e-12,2.1874909179831212e-07,8.769905904576906e-05,1.2826191145464171e-05,-5.919496571374763e-06,0.16994268520624012,1.9613032825850568e-12,0.21227998942682821,576.0,2.509524489836113,4.512360054878122e-11,6.906694574089408e-06,618.0,3.4663281579005054,2.328452871965868e-05,0.4583065878733945,1.0878811722074317e-05,6.719874760744497e-08,1.0879221734406562e-05,1.4635766306337223,24.90234375,2.6676684032907312e-08,3.0323910018784575e-05,-6.6689582680246925e-06,3.881091042999457e-05,1.9288631879565247e-07,3.4405706970044467,1.1476068960110737e-07,7.325546864263879e-05,0.12115202653181588,0.18381040506829252,7.010719233108256e-06
4.308787818604779e-06,4.308787823509731e-06,1.856565250802572e-11,0.6029152740896795,1.8565652465756928e-11,2.9498397565776213,2.848533280404388e-17,1.5630443923478064e-07,5.405879123538508e-07,2.9217974085256115e-10,5.043291204046985e-07,3.3440276091902588,2.0825813263572585e-10,9.761726032448777e-17,5.584554567381947e-05,3.860217470037286e-08,1.098768679838254e-10,0.38819252146668715,2.300498234367044e-12,4.965653743366852e-07,0.00010975645022879953,2.1207723380084995e-05,-1.0020594056705514e-05,0.1802961412258413,2.424135320553894e-12,0.07148942851312905,318.0,1.2477026730181815,7.009829402036014e-11,1.118712932337948e-05,385.0,3.089732743370109,3.641409758581945e-05,0.2641793117996284,1.729830235110625e-05,1.6620763164336847e-07,1.729831086808478e-05,1.1411433004704492,12.6953125,3.9700603719444886e-08,2.7427008062972897e-05,-1.0206526235743875e-05,6.732030631034067e-05,6.961831045055806e-07,2.87161524950901,9.459601475591814e-08,0.00012468999468483709,0.14181554680736905,0.3111258233723688,8.645791927728031e-06
1.905612912367601e-06,1.9056129139288794e-06,3.6313605777325147e-12,0.363025086416792,3.6313605717821296e-12,1.3690780942676897,2.216269852133881e-13,0.0031983100276949507,0.0024830996786484472,1.8253925267300015e-10,2.285405058586176e-07,1.8147539046622527,9.111407611368858e-11,1.8055696930123768e-13,6.131010570332003e-05,2.9259061611033323e-08,2.5155833788061108e-11,0.3472484099181136,1.8326040010684633e-12,2.0108280738189832e-07,0.00012172595601796192,1.1385624969966078e-05,-5.566173432188539e-06,0.200040945212544,7.638508101000897e-13,0.21462273459519604,590.0,1.471061209107959,2.5249941042888408e-11,5.81945153777754e-06,596.0,3.582816563041853,1.911837034411658e-05,0.4669445279882306,9.893391110776873e-06,4.497065714687649e-08,9.893745124924506e-06,1.298494161225808,24.90234375,1.816404344099751e-08,2.1989686343310408e-05,-5.7813343887352185e-06,5.014357245113917e-05,1.4061666815948358e-07,3.5035761958403717,5.9477446693357686e-08,8.62312260438073e-05,0.20851215001888257,0.23605299886106207,5.851086309751213e-06
1.6366010817336088e-06,1.6366011667076098e-06,2.67846337886871e-12,0.38014618397959604,2.6784631007316187e-12,1.4102981985459946,2.1241316378490549e-13,0.002752340792142604,0.0025125672310857827,2.0294936403647236e-10,3.115378481400762e-07,1.9148809631361636,1.2043244601389425e-10,2.08561676051519e-13,5.640183424195399e-05,2.7942804153962192e-08,2.933795621181239e-11,0.3828242517288161,1.4321579671519635e-12,2.9691027329042e-07,0.00010371763401313546,1.3423810038623438e-05,-6.3494497928286345e-06,0.19852209682893202,1.2469734988243745e-12,0.20984653277799029,564.0,1.6710357229852493,3.1777246230831134e-11,7.074360245794804e-06,592.0,3.361469884378984,2.6137686209934897e-05,0.446746251117329,1.083271522281356e-05,8.406956859739244e-08,1.0832884960123137e-05,1.1651439666712837,24.90234375,2.2073416158119424e-08,2.277292135702899e-05,-7.4336671096828e-06,4.507211336612418e-05,1.956347702138195e-07,3.5158918226629914,6.379935859057927e-08,8.610213748240874e-05,0.14747759162694896,0.22909399629405494,6.402682521696278e-06
1.3733223446137925e-06,1.373322346250204e-06,1.886014266710165e-12,0.4539419819467961,1.886014262215524e-12,1.9260049300365438,1.9480948584824503e-13,0.001942277759562432,0.0017528718465890719,2.1041216342204493e-10,3.2663464913656584e-07,2.638425927187253,1.3494582375282481e-10,1.827807514603644e-13,6.382662668355011e-05,3.3727148164972216e-08,4.5530153281429335e-11,0.4108923370975199,2.987137486673058e-12,3.1815976901180906e-07,0.00011306740709942941,1.3545743398777336e-05,-6.468042672600142e-06,0.1720503036561387,1.6523046129143383e-12,0.16564139759405017,542.0,1.830615151061354,4.284580774694626e-11,7.077700726177194e-06,632.0,3.4182722996552797,2.7993746378449332e-05,0.4148261180025429,1.1772987328650901e-05,9.6421844314844e-08,1.1773500276637938e-05,1.2741709955628477,22.4609375,2.9042835740978435e-08,2.5471242018974852e-05,-6.991212550290575e-06,5.5878106917273635e-05,2.3420121390962971e-07,3.4012508591468102,8.004227962893651e-08,0.00010229613635067653,0.1430317999860159,0.2244558813245333,7.455427638739484e-06
1.6347726062161602e-06,1.634772659831775e-06,2.6724816493334565e-12,0.5383160421338851,2.6724814740347767e-12,2.2164578971227393,2.2044936446243983e-13,0.0016103912259910693,0.002306620662628533,3.520683423811369e-10,8.121196734723758e-07,3.1418186125752183,1.9372877352988212e-10,3.028379369761025e-13,8.175688520279151e-05,4.256176989017121e-08,7.369105559757258e-11,0.47402028033930943,3.427167892999291e-12,4.931930204538288e-07,0.0001607793594952895,1.6298638780948972e-05,-7.912789165370045e-06,0.1713389945489723,1.5555935096791999e-12,0.13679019643624454,489.0,2.5712605764937404,6.223447405487336e-11,8.385849615578925e-06,511.0,3.2640922627742635,2.802025701173018e-05,0.394589462679082,1.356322751092413e-05,9.658953065575815e-08,1.3565294806255587e-05,1.7343720994535357,20.99609375,3.122437837817941e-08,2.6209136087959098e-05,-8.932884950072915e-06,6.612567292029534e-05,3.4182245973830706e-07,3.2268339442182064,8.453228094979178e-08,0.00012416822031758776,0.15397083990298774,0.18435326418207673,8.938906796039698e-06
1.2147922807360872e-06,1.2147924331690862e-06,1.4757206556848685e-12,0.48796310142395766,1.4757202853359847e-12,2.125181849671153,1.9356507262633348e-13,0.0021217394754666956,0.001564824722588694,1.7405660049315497e-10,2.2996514182390965e-07,3.523892866586092,1.315588716213747e-10,1.642932977021397e-13,4.630039675589878e-05,2.169227056579028e-08,4.451659322845166e-11,0.47147314566292464,7.901407632302412e-13,3.1189737977622587e-07,8.506622619337833e-05,1.281023402352787e-05,-6.221640441609752e-06,0.13847274020469608,2.1457964255133233e-12,0.17732228624141327,524.0,2.73211624046308,4.9500673628686706e-11,6.588593581918116e-06,631.0,3.4313948094748836,2.5839620331318988e-05,0.4262555637053106,1.1037482777355078e-05,8.220701920922761e-08,1.1037669416007672e-05,1.5421765160049639,24.4140625,2.4791107939874615e-08,3.066193983839454e-05,-7.518399170861521e-06,7.38750728416955e-05,2.3717501935867072e-07,3.396669408232962,1.1570055288663428e-07,0.00011583109090274828,0.12843590323755236,0.17256701551725057,6.774331328509494e-06
1.206850636428093e-06,1.206850681638032e-06,1.4564885677701823e-12,0.4582995110789563,1.4564884586468926e-12,1.8943355414513705,1.700062537547528e-13,0.0019514882784994654,0.0013757906740905583,1.73023633062537e-10,2.3751674723577655e-07,2.729698221327262,1.1450607797320431e-10,1.508401221813214e-13,6.201667534152456e-05,2.367201847969938e-08,3.992531435345207e-11,0.4541529699867254,1.4740131855997261e-12,2.6502138856183963e-07,0.00010814865460492392,1.2220533263780896e-05,-5.895663047387976e-06,0.16789383804342928,2.4911737562767316e-12,0.17296836575093466,543.0,2.0889855126940855,4.9792814249952163e-11,6.3248702163929205e-06,570.0,3.443071826317979,2.588754218187961e-05,0.44491334152564993,1.0367052175857394e-05,8.249603655369708e-08,1.0367841073017906e-05,1.485924880451092,24.4140625,2.9481988046021446e-08,2.712972292674995e-05,-7.307628774611543e-06,7.70311610589278e-05,1.34195547966799e-07,3.4956630275279195,9.187048809756765e-08,0.00011920984860086016,0.13730804603154007,0.21740359960707506,6.62021362449468e-06
1.8630374156527262e-06,1.8630374288541387e-06,3.4709084613114397e-12,0.6396663256812889,3.470908412121989e-12,3.4585454817510373,1.9076225363101075e-13,0.0016109308711625256,0.0012491394227305773,2.6262738787878244e-10,6.621521230999207e-07,5.369167658186823,1.9937085865504158e-10,1.459607108577766e-13,8.466046809265613e-05,3.528942749571964e-08,7.574762644580286e-11,0.5197422255752702,2.1140763303598906e-12,5.880001431402859e-07,0.0001628705684818463,1.4016686264500857e-05,-6.7385229261315665e-06,0.11913696245002438,2.012573686585518e-12,0.10289606797008419,402.0,3.180244652349332,6.073136699339584e-11,7.278163338369291e-06,526.0,3.3102173798757617,3.4306801437940195e-05,0.3402672784480029,1.2692110405871492e-05,1.448091188077038e-07,1.2692310558647354e-05,2.1460871731587408,16.11328125,3.586550809196215e-08,3.1322584819932894e-05,-8.124403265442993e-06,7.16631466834683e-05,2.70612369083622e-07,3.0963594374681094,1.2417552266849235e-07,0.00013238774684460675,0.1557127022326848,0.1634283781253504,7.295205633172557e-06
1.2243248203497904e-06,1.224324834164964e-06,1.4989712995530666e-12,0.5888291508047377,1.4989712657245467e-12,2.950879201940155,1.7205688521789118e-13,0.001493581548993509,0.001105937894405325,2.393962689364508e-10,4.7352431975175044e-07,4.723198769555501,1.5416104159782792e-10,1.4741862244889972e-13,7.070780076501562e-05,3.9418720134548934e-08,6.783165584847446e-11,0.577399992192954,6.7091513653795235e-12,3.6740173175005244e-07,0.00012924115222973434,1.6101416169407442e-05,-7.059766629692806e-06,0.12466745092333945,1.9516888372111006e-12,0.12586556341755945,424.0,4.575120674436274,7.696590548320115e-11,9.041649539714638e-06,545.0,3.152294002781746,3.636508728830176e-05,0.35550350572637135,1.3234890661703963e-05,1.6270899869163165e-07,1.3270606443239007e-05,2.4230032154759558,20.01953125,2.8678097400251752e-08,3.794015072009978e-05,-7.811446790209073e-06,5.731333301660155e-05,3.19255023854907e-07,3.2012728667528902,1.7714393482242663e-07,0.00010331587422925711,0.1243656642691202,0.12620431968476956,8.914443451128738e-06
1.5383242581810407e-06,1.5383243685266036e-06,2.366441862802774e-12,0.5956242205362426,2.366441523308249e-12,2.784104943219915,1.647823387457364e-13,0.00140092175991208,0.0011243223608443523,2.8412854049168023e-10,6.153273116758395e-07,4.855873382478051,1.9810327318624038e-10,1.352065864352115e-13,9.315341733242569e-05,3.9472383970065056e-08,7.005983837364907e-11,0.4973787018309837,2.8078324343820703e-12,5.510253302931358e-07,0.00016849547204326708,1.5468340208482298e-05,-7.500539797510279e-06,0.1226605748587875,1.1636620671911496e-12,0.1389858232086054,464.0,2.5085646464169167,5.981280705796965e-11,7.96780041097202e-06,462.0,3.1310667640485788,2.8375406625678446e-05,0.3751430800930597,1.274536146313058e-05,9.909612693644676e-08,1.2745507679003902e-05,1.7502976072797525,19.53125,2.8135224882009246e-08,3.049990912439083e-05,-9.502513108685531e-06,7.181309153810466e-05,3.2571705953846663e-07,3.062896965777727,1.1449095225733468e-07,0.00013833904210664002,0.1330166957314778,0.1982722281211328,8.244260591095151e-06
1.2868482291042543e-06,1.2868483421753599e-06,1.655978655759472e-12,0.5820160591156348,1.6559783647487556e-12,2.9553030696212126,1.6601382207935102e-13,0.001283477018425575,0.000842608459858715,2.5407396838253014e-10,5.0053949384244e-07,4.533398470408752,2.4877112295365366e-10,1.2578535623751033e-13,7.352974540366482e-05,3.500609187476501e-08,7.528199500126142e-11,0.5669198901545716,3.5108124599952077e-12,6.939637382654233e-07,0.00013856596534722604,1.712322131571796e-05,-7.934746260013737e-06,0.12838405071045025,2.9911352892493325e-12,0.12216195297337067,432.0,3.4241280246008072,8.463031614135467e-11,9.188475055704226e-06,453.0,2.982611248313001,3.208634959140927e-05,0.33020800089518226,1.4481896106514336e-05,1.26633290030965e-07,1.4482712420726973e-05,2.278890934798141,16.6015625,3.959984959232786e-08,3.349866970968496e-05,-9.456947100060432e-06,6.720417868617153e-05,4.488819658948141e-07,2.990804860328183,1.3826550993045936e-07,0.000129875225465143,0.12285753075104927,0.16556620724502974,1.0506324550038497e-05
1.149798449865747e-06,1.1497984898422291e-06,1.3220365672434708e-12,0.48190615871971487,1.322036475313675e-12,2.2668594871494254,1.823422307776679e-13,0.002328956326350381,0.0014290090657450751,1.67514936207302e-10,2.778064178819945e-07,3.157762838788884,1.2056649580916126e-10,1.3004498142458695e-13,4.4593511957108364e-05,2.4629428377357158e-08,3.773013817916901e-11,0.4992487312318635,1.2979322983660168e-12,3.1041104671926853e-07,8.693504589644515e-05,1.2811677030686803e-05,-6.339289549250428e-06,0.15260999109880694,2.214455536295997e-12,0.14887178409909016,457.0,2.73930495416668,4.543343603313318e-11,6.472387481436375e-06,502.0,3.2807400533200424,2.5728225659252276e-05,0.39952444370125134,1.0430496483106297e-05,8.163203026634051e-08,1.0432305398907919e-05,2.007042122837039,20.99609375,2.895323101956758e-08,2.5877048551232197e-05,-7.3611148276555936e-06,4.554607366146199e-05,1.5747518219399262e-07,3.357045983780192,8.236661820685911e-08,8.955139039374502e-05,0.1599104780706706,0.1822537978009605,6.897511974317233e-06
1.1854888235488502e-06,1.1854888501276715e-06,1.4053838137770287e-12,0.5862486893013821,1.4053837507592367e-12,2.7177020894575707,1.4510394151164897e-13,0.0011565282765576893,0.0008075233271168129,2.2507498445531328e-10,3.8976482116216386e-07,4.348931397916915,2.0503932166331074e-10,1.2379790732499142e-13,5.1777211992105235e-05,3.4625644958706116e-08,7.355375328726374e-11,0.5948324371257269,2.4540762292181403e-12,5.099371283766898e-07,9.985897957442971e-05,1.6909482730160014e-05,-8.02169582672652e-06,0.13480292873375468,1.753399964402357e-12,0.13172545472625186,417.0,4.59973112433326,9.119118724174913e-11,8.887786903433497e-06,474.0,3.0470589577709775,3.30226995437892e-05,0.3614480993005051,1.338569690217719e-05,1.3413894935142344e-07,1.3385809175479554e-05,2.634875588245961,18.06640625,3.393673737531918e-08,3.297607315474854e-05,-8.991348044699847e-06,6.0298824513528956e-05,3.229967256709552e-07,3.1239184888385183,1.3421667678009167e-07,0.0001169898076265241,0.12474124004949169,0.12931895822757442,9.952203830903896e-06
1.155497963488967e-06,1.1554979636644746e-06,1.3351755440327476e-12,0.5396786115317238,1.3351755436271502e-12,2.6441933068475665,1.8466900876090328e-13,0.0020306001218697804,0.0010824125798750773,1.8564240829707084e-10,3.325522783244911e-07,4.3175910823136645,1.4728179448253968e-10,1.282760779094601e-13,5.046560403427958e-05,2.999171553986766e-08,4.9080029675786266e-11,0.5500476054376419,1.887107447585368e-12,3.8416065620750917e-07,9.57005566914335e-05,1.4465574728294674e-05,-6.762159971580639e-06,0.12499530438221275,1.4521563285891803e-12,0.14583926082640683,460.0,4.284385333073946,6.518581805209074e-11,7.703414756714034e-06,523.0,2.980393502360065,2.6734336811444134e-05,0.38288647685316984,1.1725913351087916e-05,8.791884472405493e-08,1.172593108861985e-05,2.2136835332823095,20.01953125,2.8081604999114754e-08,2.8729998933576227e-05,-8.916543373276621e-06,4.485297408329051e-05,2.4475580075370796e-07,3.152313994686076,1.0152608731792444e-07,8.244285103637887e-05,0.13222493370169575,0.12838425180654695,8.749086572135007e-06
1.59278541714628e-06,1.5927854416561696e-06,2.536965463151839e-12,0.7277854593175582,2.536965385073849e-12,4.767210079360574,1.4025181856287707e-13,0.0008186952241960543,0.0006903468392682472,2.92002321571737e-10,7.124708815343746e-07,7.931477133937283,2.1418079420093474e-10,1.258432741061572e-13,7.47512830223877e-05,4.138133104034243e-08,1.2467794018603274e-10,0.6757208751724016,2.2497954521248555e-12,6.083664072626308e-07,0.00014346333733324324,1.811248442369949e-05,-8.630604541224918e-06,0.091759132255895,3.9219104248313485e-12,0.08048081872453797,385.0,6.5810397444564686,1.2317710819637874e-10,9.481879882474573e-06,458.0,2.8570158873521425,3.822108651286264e-05,0.2873962019420148,1.554869576624952e-05,1.8062661432239572e-07,1.5549266138978287e-05,3.381005801030301,13.671875,3.89709807440516e-08,4.0205474612190246e-05,-1.077471711109135e-05,6.99188861811661e-05,5.347738582869971e-07,2.7323312356301748,1.9950813372808543e-07,0.00012343513003713774,0.09125467291363554,0.10267691754051392,1.047397170281593e-05
1.257164149241811e-06,1.2571641565208243e-06,1.5804617164407154e-12,0.5803084411205243,1.5804616981388865e-12,2.3919697334881946,2.687680677464535e-13,0.0021859873151735027,0.003352719262672477,2.137771668275438e-10,3.8969429633528906e-07,5.076316362940713,2.7527600623894377e-10,4.5249208598972897e-13,6.574838421503934e-05,3.802876988013828e-08,7.134916901589642e-11,0.5841846584005383,3.5067432417374794e-12,7.841545592946049e-07,0.00012020822506993674,1.6498697631172432e-05,-7.610575576275347e-06,0.1143168391467925,6.010240491684513e-12,0.17745482479852417,518.0,5.285446300508338,7.884314610706485e-11,8.888122054897087e-06,581.0,3.0628853373214864,3.1928370683441485e-05,0.40426026885180416,1.3727501090403438e-05,1.2542557249026702e-07,1.3734703016508929e-05,2.4274761121405986,24.90234375,4.964853110104541e-08,3.287988949250015e-05,-8.260999356023211e-06,8.797825044428286e-05,3.8050979955194993e-07,2.9964169136092247,1.3300979654026774e-07,0.00015922070408734757,0.11643326430542082,0.11052702556912805,8.798933768330139e-06
1.5865675409447795e-06,1.5865675457291864e-06,2.517196577161134e-12,0.6773517274162645,2.5171965619795647e-12,3.9967327567933792,1.6848137975719561e-13,0.0010872112695443981,0.0026285197528396792,2.0653409415394476e-10,4.2493385534264223e-07,7.793862201079081,1.934507285900412e-10,3.569048002436223e-13,4.813753725546712e-05,3.093893895692461e-08,1.0496686045559039e-10,0.6015893635128385,1.6451336119809764e-12,5.472950738246813e-07,9.558989230546577e-05,1.863711485371335e-05,-9.004870760010528e-06,0.08690835300147895,3.923737375237639e-12,0.11171339275531728,382.0,4.522743258849361,8.168480810588502e-11,9.632244093702821e-06,458.0,3.0549560588911686,3.398936489147485e-05,0.3191708335978348,1.5529480146424376e-05,1.4277605102790363e-07,1.5529497405285525e-05,2.8382090655615513,16.11328125,3.661462970819842e-08,3.629850615287905e-05,-9.200897767596644e-06,6.0241288760975595e-05,5.521576419065829e-07,2.8621771216872154,1.6226119305212218e-07,0.0001141899170713604,0.1304828055642582,0.13301426348615905,8.864006853871956e-06
1.2334819796793715e-06,1.233482108490335e-06,1.5214781119657625e-12,0.7318628490574964,1.5214777941937414e-12,5.241757519130461,1.5560359471407524e-13,0.0009193627923782896,0.0005958024052110856,3.3355592520527937e-10,8.358291286793937e-07,9.59069387140194,2.6838887247082724e-10,1.1041304065372945e-13,8.904486690949784e-05,4.298992383472126e-08,1.2386893519633842e-10,0.7249662102454361,3.630024856215839e-12,8.026088372617666e-07,0.000163582027292893,1.9209045593609338e-05,-9.752884815958712e-06,0.0763096871687048,2.3354115210439838e-12,0.08280771997566735,361.0,9.00145356993037,1.343494469715178e-10,9.456160777650625e-06,464.0,2.838077951423582,3.524809748126593e-05,0.2895420294439766,1.5907258875404507e-05,1.536934634535735e-07,1.5907272909519763e-05,4.539338335475601,14.6484375,4.084978753419271e-08,3.9140033688715474e-05,-9.42057226003494e-06,5.920066654297311e-05,5.91672409828404e-07,2.837376168463598,1.884448266930018e-07,0.00011002648252068326,0.08959659187449959,0.08053879349744221,1.0086055829110443e-05
1.4950231807741363e-06,1.495023201372179e-06,2.2350943726411184e-12,0.5344484725627172,2.235094311052016e-12,2.188331344242073,2.54554483642364e-13,0.002668977438541757,0.001886469900105771,1.8209606779834802e-10,3.644196900699038e-07,3.121905277760189,1.7030117026490913e-10,2.1712936461792325e-13,5.5018867325595534e-05,2.98966668769579e-08,5.09731753450055e-11,0.5202304005812993,1.5772248067376833e-12,4.591829922883581e-07,0.00010606382293975497,1.551148365876237e-05,-7.732377936493263e-06,0.17119304559623194,4.397028366823233e-12,0.13832501241539585,430.0,2.418393338721695,5.987760330912882e-11,7.779105722269107e-06,492.0,3.1482656299780234,2.737915961346643e-05,0.34455390771269606,1.3249440293360142e-05,9.220456571000466e-08,1.3249658439319597e-05,1.7580028935175125,18.5546875,4.0458885093857205e-08,3.0295293160649612e-05,-8.403696389587098e-06,5.695350156550434e-05,4.009858251030859e-07,3.0291207149010284,1.129031960931781e-07,0.00011302227434010557,0.11044788632517354,0.2151140562007505,8.021534537885543e-06
1.902747269190757e-06,1.902747269192649e-06,3.620447170420083e-12,0.5856256766706616,3.6204471704128832e-12,2.7312219754043126,2.043979505300581e-13,0.0015629343174674837,0.001064663496663265,2.8768078808185117e-10,6.607226792416806e-07,4.186383138320262,2.6518576327788916e-10,1.686393660275094e-13,8.518169536083553e-05,3.8175754175531516e-08,7.658715196888113e-11,0.6376433355064395,2.3550730226415204e-12,7.7732881886802e-07,0.0001551589421442694,1.8726931174488272e-05,-9.57456369008517e-06,0.1398882179010584,2.2429413713540178e-12,0.12565227951499555,401.0,5.745701784758866,1.0100070885165599e-10,9.152367484403101e-06,505.0,2.80722032858258,3.203099451794257e-05,0.3123384736544082,1.6008148101585188e-05,1.2741320727085484e-07,1.6011123773984842e-05,2.942407561173635,16.6015625,3.8994825065299e-08,3.635694042464019e-05,-1.0013892948534698e-05,5.993197197919146e-05,6.140946507841802e-07,2.8716716707089645,1.6259313426013124e-07,0.00011675480914977714,0.10319805889898316,0.11097745051750887,9.684425046019193e-06
